Date édition;Numéro opération;Opération (intitulé);Version du dossier;Dernière version validée;Bénéficiaire (Siret ou autre);Bénéficiaire (Intitulé);Date prévisionnelle de début d'opération;Année de début prévisionnel d'opération;Date prévisionnelle de fin d'opération;Date de début effectif d'opération;Année de début effectif d'opération;Date de fin effective d'opération;Date de 1ère programmation (Date 1er comité décisionnel - version 1);Année de 1ère programmation (1er comité décisionnel - version 1);Date de dernière programmation (Date du dernier comité décisionnel);Année de dernière programmation (Année du dernier comité décisionnel);Etat de l'opération;Etat détaillé de l'opération;Programme de l'opération (code);1er niveau de codification opération (code);2e niveau de codification opération (code);3e niveau de codification opération (code);4e niveau de codification opération (code);5e niveau de codification opération (code);6e niveau de codification opération (code);Groupe de l'indicateur (code);Fonds de l'indicateur;Indicateur (code);Indicateur (libellé);Type indicateur;Nature indicateur;Mode de saisie indicateur;Unité de mesure indicateur;Assistance aux participants indicateur (O/N);Assistance aux entités indicateur (O/N);Cadre de performance (indicateur de programme);Pertinent (valeur);Valeur prévisionnelle (en cours);Valeur prévisionnelle (conventionnée);Commentaire général de l'indicateur;Au moins une valeur réalisée renseignée en dehors d'un CSF (O/N);Au moins une valeur réalisée renseignée dans un CSF (O/N);Opération physiquement intégralement achevée (O/N);Opération physiquement partiellement achevée (O/N);Date du dernier enregistrement (date système);Date de réalisation;Année de réalisation;Origine de la réalisation;Type de DDP;Numéro de DDP;Numéro de CSF et de version;Date d'envoi du CSF à l'AC;Valeur réalisée - TOTAL (dans le cas d'un indicateur H/F) ou Valeur qualitative;Valeur réalisée - dont FEMMES;Valeur réalisée - dont HOMMES
2021/04/13;PY0023574;THAMANI SECURITE - Transport de fonds et services de gestion sécurisée de la chaîne logistique fiduciaire;2;1;85159998500013;THAMANI SECURITE;2019/05/14;2019;2021/12/31;;;;2020/02/13;2020;2020/02/13;2020;En instruction;En cours d'instruction;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO06_FEDER;Investissements privés complétant un soutien public aux entreprises (subventions);REALI;QUANT;MAN;Euros;N;N;N;O;263387,60;263387,60;"";N;N;N;N;23/06/2020 00:00;23/06/2020;2020;DDP;ACO;DDP1;CSF1.1;2020/11/25;219962,25;"";""
2021/04/13;PY0023574;THAMANI SECURITE - Transport de fonds et services de gestion sécurisée de la chaîne logistique fiduciaire;2;1;85159998500013;THAMANI SECURITE;2019/05/14;2019;2021/12/31;;;;2020/02/13;2020;2020/02/13;2020;En instruction;En cours d'instruction;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO07_FEDER;Investissements privés complétant un soutien public aux entreprises (hors subventions);REALI;QUANT;MAN;Euros;N;N;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023574;THAMANI SECURITE - Transport de fonds et services de gestion sécurisée de la chaîne logistique fiduciaire;2;1;85159998500013;THAMANI SECURITE;2019/05/14;2019;2021/12/31;;;;2020/02/13;2020;2020/02/13;2020;En instruction;En cours d'instruction;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO07_FEDER;Investissements privés complétant un soutien public aux entreprises (hors subventions);REALI;QUANT;MAN;Euros;N;N;N;O;614571,06;614571,06;"";N;N;N;N;23/06/2020 00:00;23/06/2020;2020;DDP;ACO;DDP1;CSF1.1;2020/11/25;513245,24;"";""
2021/04/13;PY0023574;THAMANI SECURITE - Transport de fonds et services de gestion sécurisée de la chaîne logistique fiduciaire;2;1;85159998500013;THAMANI SECURITE;2019/05/14;2019;2021/12/31;;;;2020/02/13;2020;2020/02/13;2020;En instruction;En cours d'instruction;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO08_FEDER;Augmentation de l'emploi dans les entreprises bénéficiant d'un soutien;REALI;QUANT;MAN;"Équivalents temps plein";N;N;N;O;8,00;8,00;Création de 8 ETP directs;N;N;N;N;23/06/2020 00:00;23/06/2020;2020;DDP;ACO;DDP1;CSF1.1;2020/11/25;0,00;"";""
2021/04/13;PY0023574;THAMANI SECURITE - Transport de fonds et services de gestion sécurisée de la chaîne logistique fiduciaire;2;1;85159998500013;THAMANI SECURITE;2019/05/14;2019;2021/12/31;;;;2020/02/13;2020;2020/02/13;2020;En instruction;En cours d'instruction;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO26_FEDER;Nombre d'entreprises coopérant avec des organismes de recherche;REALI;QUANT;MAN;Entreprises;N;O;N;O;0,00;0,00;"";N;N;N;N;23/06/2020 00:00;23/06/2020;2020;DDP;ACO;DDP1;CSF1.1;2020/11/25;0,00;"";""
2021/04/13;PY0023574;THAMANI SECURITE - Transport de fonds et services de gestion sécurisée de la chaîne logistique fiduciaire;2;1;85159998500013;THAMANI SECURITE;2019/05/14;2019;2021/12/31;;;;2020/02/13;2020;2020/02/13;2020;En instruction;En cours d'instruction;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO27_FEDER;Investissements privés complétant un soutien public aux projets dans les domaines de l'innovation ou de la recherche et du développement;REALI;QUANT;MAN;Euros;N;N;N;O;0,00;0,00;"";N;N;N;N;23/06/2020 00:00;23/06/2020;2020;DDP;ACO;DDP1;CSF1.1;2020/11/25;0,00;"";""
2021/04/13;PY0023574;THAMANI SECURITE - Transport de fonds et services de gestion sécurisée de la chaîne logistique fiduciaire;2;1;85159998500013;THAMANI SECURITE;2019/05/14;2019;2021/12/31;;;;2020/02/13;2020;2020/02/13;2020;En instruction;En cours d'instruction;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO28_FEDER;Nombre d'entreprises bénéficiant d'un soutien pour lancer des produits nouveaux pour le marché;REALI;QUANT;MAN;Entreprises;N;O;N;O;0,00;0,00;"";N;N;N;N;23/06/2020 00:00;23/06/2020;2020;DDP;ACO;DDP1;CSF1.1;2020/11/25;0,00;"";""
2021/04/13;PY0023574;THAMANI SECURITE - Transport de fonds et services de gestion sécurisée de la chaîne logistique fiduciaire;2;1;85159998500013;THAMANI SECURITE;2019/05/14;2019;2021/12/31;;;;2020/02/13;2020;2020/02/13;2020;En instruction;En cours d'instruction;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO29_FEDER;Nombre d'entreprises bénéficiant d'un soutien pour introduire des produits nouveaux pour l'entreprise;REALI;QUANT;MAN;Entreprises;N;O;N;O;0,00;0,00;"";N;N;N;N;23/06/2020 00:00;23/06/2020;2020;DDP;ACO;DDP1;CSF1.1;2020/11/25;0,00;"";""
2021/04/13;PY0023574;THAMANI SECURITE - Transport de fonds et services de gestion sécurisée de la chaîne logistique fiduciaire;2;1;85159998500013;THAMANI SECURITE;2019/05/14;2019;2021/12/31;;;;2020/02/13;2020;2020/02/13;2020;En instruction;En cours d'instruction;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";SPEC_CdP_AG;FEDER;03PR1_FEDER_MY;Nombre de réseaux de recherche et d'innovation créés;REALI;QUANT;MAN;Nombre;N;N;O;O;0,00;0,00;"";N;N;N;N;23/06/2020 00:00;23/06/2020;2020;DDP;ACO;DDP1;CSF1.1;2020/11/25;0,00;"";""
2021/04/13;PY0023574;THAMANI SECURITE - Transport de fonds et services de gestion sécurisée de la chaîne logistique fiduciaire;2;1;85159998500013;THAMANI SECURITE;2019/05/14;2019;2021/12/31;;;;2020/02/13;2020;2020/02/13;2020;En instruction;En cours d'instruction;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";SPEC_CdP_AG;FEDER;03PR2_FEDER_MY;Nombre d'entreprises coopérant entre elles;REALI;QUANT;MAN;Nombre;N;N;O;O;0,00;0,00;"";N;N;N;N;23/06/2020 00:00;23/06/2020;2020;DDP;ACO;DDP1;CSF1.1;2020/11/25;0,00;"";""
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO01_FEDER;Nombre d'entreprises bénéficiant d'un soutien;REALI;QUANT;AUT;Entreprises;N;O;N;O;1,00;1,00;"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO02_FEDER;Nombre d'entreprises bénéficiant de subventions;REALI;QUANT;AUT;Entreprises;N;O;N;O;1,00;1,00;"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO03_FEDER;Nombre d'entreprises bénéficiant d'un soutien financier autre que des subventions;REALI;QUANT;AUT;Entreprises;N;O;O;O;1,00;1,00;"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO04_FEDER;Nombre d'entreprises bénéficiant d'un soutien non financier;REALI;QUANT;AUT;Entreprises;N;O;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO05_FEDER;Nombre de nouvelles entreprises bénéficiant d'un soutien;REALI;QUANT;AUT;Entreprises;N;O;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO06_FEDER;Investissements privés complétant un soutien public aux entreprises (subventions);REALI;QUANT;MAN;Euros;N;N;N;O;375724,33;375724,33;"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO07_FEDER;Investissements privés complétant un soutien public aux entreprises (hors subventions);REALI;QUANT;MAN;Euros;N;N;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO07_FEDER;Investissements privés complétant un soutien public aux entreprises (hors subventions);REALI;QUANT;MAN;Euros;N;N;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO08_FEDER;Augmentation de l'emploi dans les entreprises bénéficiant d'un soutien;REALI;QUANT;MAN;"Équivalents temps plein";N;N;N;O;6,00;6,00;"- 1 Responsable Méthodes (février 2020)
- 1 Chargé d'affaires (juillet 2020)
- 1 Ouvrier Spécialisé (Nettoyage grenaillage) (2020)                                                                                                                                                                                                                   - 1 Ouvrier Spécialisé (pliage / découpe plasma) (2021)
- 1 assistant/e commercial/e et administratif/ve (2022)
- 1 Chauffeur Magasinier (2022)";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO26_FEDER;Nombre d'entreprises coopérant avec des organismes de recherche;REALI;QUANT;MAN;Entreprises;N;O;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO27_FEDER;Investissements privés complétant un soutien public aux projets dans les domaines de l'innovation ou de la recherche et du développement;REALI;QUANT;MAN;Euros;N;N;N;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO28_FEDER;Nombre d'entreprises bénéficiant d'un soutien pour lancer des produits nouveaux pour le marché;REALI;QUANT;MAN;Entreprises;N;O;N;O;1,00;1,00;"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";COM_REAL_FEDER;FEDER;CO29_FEDER;Nombre d'entreprises bénéficiant d'un soutien pour introduire des produits nouveaux pour l'entreprise;REALI;QUANT;MAN;Entreprises;N;O;N;O;1,00;1,00;"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";SPEC_CdP_AG;FEDER;03PR1_FEDER_MY;Nombre de réseaux de recherche et d'innovation créés;REALI;QUANT;MAN;Nombre;N;N;O;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023833;Modernisation de l'atelier par acquisition d'une presse-plieuse et d'une ligne de thermo-laquage;1;1;50383690000046;BATIMETAL SARL;2019/05/13;2019;2021/12/31;;;;2020/04/30;2020;2020/04/30;2020;Programmé;Conventionné;POFEDERFSEMY1420;AP03;OT03;PI03d;OS03.3;"";"";SPEC_CdP_AG;FEDER;03PR2_FEDER_MY;Nombre d'entreprises coopérant entre elles;REALI;QUANT;MAN;Nombre;N;N;O;O;"";"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023941;EDM acteur de la transition - Plan 2019 / dossier 1;1;;09938049500012;ELECTRICITÉ DE MAYOTTE;2019/09/15;2019;2021/04/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP04;OT04;PI04a;OS04.1;"";"";COM_REAL_FEDER;FEDER;CO01_FEDER;Nombre d'entreprises bénéficiant d'un soutien;REALI;QUANT;AUT;Entreprises;N;O;N;O;3,00;"";EDM, AMO, fournisseur;N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023941;EDM acteur de la transition - Plan 2019 / dossier 1;1;;09938049500012;ELECTRICITÉ DE MAYOTTE;2019/09/15;2019;2021/04/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP04;OT04;PI04a;OS04.1;"";"";COM_REAL_FEDER;FEDER;CO32_FEDER;Diminution de la consommation annuelle d'énergie primaire des bâtiments publics;REALI;QUANT;MAN;KiloWatt-heure/an (KWh/an) (en énergie primaire);N;N;N;O;0,00;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023941;EDM acteur de la transition - Plan 2019 / dossier 1;1;;09938049500012;ELECTRICITÉ DE MAYOTTE;2019/09/15;2019;2021/04/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP04;OT04;PI04a;OS04.1;"";"";COM_REAL_FEDER;FEDER;CO34_FEDER;Diminution annuelle estimée des émissions de gaz à effet de serre;REALI;QUANT;MAN;Tonnes équivalent CO2;N;N;N;O;100,00;"";réduction annuelle estimée pour les 2 projets : 191 tonnes CO2/an.  C'est expliqué dans la Notice Explicative, partie 'Indicateurs';N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023941;EDM acteur de la transition - Plan 2019 / dossier 1;1;;09938049500012;ELECTRICITÉ DE MAYOTTE;2019/09/15;2019;2021/04/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP04;OT04;PI04a;OS04.1;"";"";COM_REAL_FEDER;FEDER;CO37_FEDER;Population vivant dans des zones bénéficiant de stratégies de développement urbain intégrées;REALI;QUANT;MAN;Personnes;N;N;N;O;0,00;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023941;EDM acteur de la transition - Plan 2019 / dossier 1;1;;09938049500012;ELECTRICITÉ DE MAYOTTE;2019/09/15;2019;2021/04/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP04;OT04;PI04a;OS04.1;"";"";SPEC_REAL_ FEDER_AG;FEDER;04R01_FEDER_MY;Capacités de production et de stockage d'énergies renouvelables;REALI;QUANT;MAN;kWh;N;N;N;O;100,00;"";production annuelle estimée pour les 2 projets : 257.3MWh/an.  C'est expliqué dans la Notice Explicative, partie 'Indicateurs';N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023941;EDM acteur de la transition - Plan 2019 / dossier 1;1;;09938049500012;ELECTRICITÉ DE MAYOTTE;2019/09/15;2019;2021/04/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP04;OT04;PI04a;OS04.1;"";"";SPEC_CdP_AG;FEDER;4PR01_FEDER_MY;Capacités de production et de stockage d'énergies renouvelables;REALI;QUANT;MAN;Kwh;N;N;O;O;0,00;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023941;EDM acteur de la transition - Plan 2019 / dossier 1;1;;09938049500012;ELECTRICITÉ DE MAYOTTE;2019/09/15;2019;2021/04/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP04;OT04;PI04a;OS04.1;"";"";SPEC_CdP_AG;FEDER;04PR03_FEDER_MY;Longueur totale de ligne de transport en commun améliorée ou créée;REALI;QUANT;MAN;km;N;N;O;O;0,00;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023941;EDM acteur de la transition - Plan 2019 / dossier 1;1;;09938049500012;ELECTRICITÉ DE MAYOTTE;2019/09/15;2019;2021/04/30;;;;;;;;Déposé;En attente de complément pour complétude;POFEDERFSEMY1420;AP04;OT04;PI04a;OS04.1;"";"";SPEC_CdP_AG;FEDER;4PR04_FEDER_MY;Capacités supplémentaires de personnes transportées entre les deux iles par trajet;REALI;QUANT;MAN;Nombre;N;N;O;O;0,00;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023945;EDM acteur de la transition - Plan 2019 / dossier 2 : Autoconsommation;1;1;09938049500012;"Production d'électricité (3511Z) ";2019/05/07;2019;2021/07/31;;;;2020/06/18;2020;2020/06/18;2020;Programmé;Validé par le comité;POFEDERFSEMY1420;AP04;OT04;PI04b;OS04.2;"";"";COM_REAL_FEDER;FEDER;CO01_FEDER;Nombre d'entreprises bénéficiant d'un soutien;REALI;QUANT;AUT;Entreprises;N;O;N;O;3,00;"";EDM, AMO, fournisseur;N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023945;EDM acteur de la transition - Plan 2019 / dossier 2 : Autoconsommation;1;1;09938049500012;"Production d'électricité (3511Z) ";2019/05/07;2019;2021/07/31;;;;2020/06/18;2020;2020/06/18;2020;Programmé;Validé par le comité;POFEDERFSEMY1420;AP04;OT04;PI04b;OS04.2;"";"";COM_REAL_FEDER;FEDER;CO32_FEDER;Diminution de la consommation annuelle d'énergie primaire des bâtiments publics;REALI;QUANT;MAN;KiloWatt-heure/an (KWh/an) (en énergie primaire);N;N;N;O;0,00;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023945;EDM acteur de la transition - Plan 2019 / dossier 2 : Autoconsommation;1;1;09938049500012;"Production d'électricité (3511Z) ";2019/05/07;2019;2021/07/31;;;;2020/06/18;2020;2020/06/18;2020;Programmé;Validé par le comité;POFEDERFSEMY1420;AP04;OT04;PI04b;OS04.2;"";"";COM_REAL_FEDER;FEDER;CO34_FEDER;Diminution annuelle estimée des émissions de gaz à effet de serre;REALI;QUANT;MAN;Tonnes équivalent CO2;N;N;N;O;100,00;"";Cf. Notice explicative, section 'Indicateurs'. Réduction de 240 tonnes de C02/an;N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023945;EDM acteur de la transition - Plan 2019 / dossier 2 : Autoconsommation;1;1;09938049500012;"Production d'électricité (3511Z) ";2019/05/07;2019;2021/07/31;;;;2020/06/18;2020;2020/06/18;2020;Programmé;Validé par le comité;POFEDERFSEMY1420;AP04;OT04;PI04b;OS04.2;"";"";COM_REAL_FEDER;FEDER;CO37_FEDER;Population vivant dans des zones bénéficiant de stratégies de développement urbain intégrées;REALI;QUANT;MAN;Personnes;N;N;N;O;0,00;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023945;EDM acteur de la transition - Plan 2019 / dossier 2 : Autoconsommation;1;1;09938049500012;"Production d'électricité (3511Z) ";2019/05/07;2019;2021/07/31;;;;2020/06/18;2020;2020/06/18;2020;Programmé;Validé par le comité;POFEDERFSEMY1420;AP04;OT04;PI04b;OS04.2;"";"";SPEC_CdP_AG;FEDER;4PR01_FEDER_MY;Capacités de production et de stockage d'énergies renouvelables;REALI;QUANT;MAN;Kwh;N;N;O;O;100,00;"";Cf. Notice explicative, section 'Indicateurs', production annuelle de 324 381 kWh/an;N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023945;EDM acteur de la transition - Plan 2019 / dossier 2 : Autoconsommation;1;1;09938049500012;"Production d'électricité (3511Z) ";2019/05/07;2019;2021/07/31;;;;2020/06/18;2020;2020/06/18;2020;Programmé;Validé par le comité;POFEDERFSEMY1420;AP04;OT04;PI04b;OS04.2;"";"";SPEC_CdP_AG;FEDER;04PR03_FEDER_MY;Longueur totale de ligne de transport en commun améliorée ou créée;REALI;QUANT;MAN;km;N;N;O;O;0,00;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023945;EDM acteur de la transition - Plan 2019 / dossier 2 : Autoconsommation;1;1;09938049500012;"Production d'électricité (3511Z) ";2019/05/07;2019;2021/07/31;;;;2020/06/18;2020;2020/06/18;2020;Programmé;Validé par le comité;POFEDERFSEMY1420;AP04;OT04;PI04b;OS04.2;"";"";SPEC_CdP_AG;FEDER;4PR04_FEDER_MY;Capacités supplémentaires de personnes transportées entre les deux iles par trajet;REALI;QUANT;MAN;Nombre;N;N;O;O;0,00;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023948;"ECLAIRAGE PUBLIC - Travaux d'installation de points lumineux - photovoltaïque à LED ";1;1;20000881100016;Commune de Koungou;2019/02/01;2019;2021/06/30;;;;2020/09/10;2020;2020/09/10;2020;Programmé;Préparation de la notification de décision;POFEDERFSEMY1420;AP04;OT04;PI04c;OS04.3;"";"";COM_REAL_FEDER;FEDER;CO01_FEDER;Nombre d'entreprises bénéficiant d'un soutien;REALI;QUANT;AUT;Entreprises;N;O;N;O;0,00;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023948;"ECLAIRAGE PUBLIC - Travaux d'installation de points lumineux - photovoltaïque à LED ";1;1;20000881100016;Commune de Koungou;2019/02/01;2019;2021/06/30;;;;2020/09/10;2020;2020/09/10;2020;Programmé;Préparation de la notification de décision;POFEDERFSEMY1420;AP04;OT04;PI04c;OS04.3;"";"";COM_REAL_FEDER;FEDER;CO32_FEDER;Diminution de la consommation annuelle d'énergie primaire des bâtiments publics;REALI;QUANT;MAN;KiloWatt-heure/an (KWh/an) (en énergie primaire);N;N;N;O;24070,09;"";"";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023948;"ECLAIRAGE PUBLIC - Travaux d'installation de points lumineux - photovoltaïque à LED ";1;1;20000881100016;Commune de Koungou;2019/02/01;2019;2021/06/30;;;;2020/09/10;2020;2020/09/10;2020;Programmé;Préparation de la notification de décision;POFEDERFSEMY1420;AP04;OT04;PI04c;OS04.3;"";"";COM_REAL_FEDER;FEDER;CO34_FEDER;Diminution annuelle estimée des émissions de gaz à effet de serre;REALI;QUANT;MAN;Tonnes équivalent CO2;N;N;N;O;18,77;"";"'- Consommation journalière / ensemble : 370,48 Wh - 178 ensembles photovoltaïques installés => soit 24 070,09 kWh par an - 1 kWh électrique consommée sur le réseau électrique de Mayotte émet 0.78kg de CO2 (même hypothèse pour l'électrique photovoltaïque) => soit 18,77 T équivalent Co2";N;N;N;N;;;;;;;;;;;
2021/04/13;PY0023948;"ECLAIRAGE PUBLIC - Travaux d'installation de points lumineux - photovoltaïque à LED ";1;1;20000881100016;Commune de Koungou;2019/02/01;2019;2021/06/30;;;;2020/09/10;2020;2020/09/10;2020;Programmé;Préparation de la notification de décision;POFEDERFSEMY1420;AP04;OT04;PI04c;OS04.3;"";"";COM_REAL_FEDER;FEDER;CO37_FEDER;Population vivant dans des zones bénéficiant de stratégies de développement urbain intégrées;REALI;QUANT;MAN;Personnes;N;N;N;O;0,00;"";"";N;N;N;N;;;;;;;;;;;
